subject,object,relation,paper_id,sentence_no,num_evidence
the result,influence,indicate,"[207151, 224740, 114993, 130609, 138756, 142963, 52439, 11387, 29579]","[0, 4, 6, 4, 2, 7, 6, 8, 4]",9
the result,influence,reveal,"[209426, 86452, 93644, 166312]","[1, 3, 6, 5]",4
the result,influence,demonstrate,"[148476, 2898]","[4, 6]",2
the result,translation,suggest,"[180424, 7545]","[1, 1]",2
the result,accumulation,show,"[180695, 42231, 58504, 179371]","[2, 5, 3, 5]",4
the result,response,indicate,"[181073, 188164, 218017, 51087]","[4, 3, 6, 1]",4
the result,response,show,"[199614, 136417, 52085, 88599, 11343, 168871, 170944, 172036]","[7, 2, 0, 4, 6, 1, 2, 2]",8
the result,response,suggest,"[201405, 216569, 153627, 37494, 164572]","[6, 3, 5, 7, 7]",5
the result,fast,show,"[181213, 167172]","[3, 2]",2
the result,coherent,evidence,"[181403, 181403]","[7, 7]",2
the result,link,show,"[181496, 207417, 76471, 76658, 2980]","[4, 4, 2, 11, 6]",5
the result,further evidence,provide,"[181511, 179528]","[10, 9]",2
the result,increase,indicate,"[181536, 203187, 218108, 145637, 146755, 168049]","[3, 0, 2, 5, 2, 9]",6
the result,increase,show,"[181858, 192860, 209919, 215446, 113467, 138980, 152801, 156300, 59977, 95629, 683, 11886, 163743, 164613, 170664, 171120]","[4, 6, 0, 1, 1, 1, 1, 3, 2, 2, 2, 11, 11, 3, 3, 0]",16
the result,increase,suggest,"[55585, 26152]","[13, 3]",2
the result,decrease,indicate,"[181536, 203187, 218108, 168049]","[3, 0, 2, 9]",4
the result,decrease,show,"[181858, 192860, 209919, 138980, 152801, 156300, 45916, 54121, 59977, 79411, 89829, 683, 11886, 16722, 163743, 163838, 170664, 171120, 174352]","[4, 6, 0, 1, 1, 3, 1, 0, 2, 2, 0, 2, 11, 6, 11, 2, 3, 0, 3]",19
the result,decrease,suggest,"[55585, 26152]","[13, 3]",2
the result,evidence,show,"[181609, 106114, 22432]","[7, 7, 4]",3
the result,evidence,add,"[184817, 84875, 178409]","[6, 6, 10]",3
the result,evidence,provide,"[192405, 196687, 208828, 219755, 106688, 113610, 121443, 128612, 130100, 134612, 135556, 154262, 154262, 157061, 158064, 48597, 58394, 58711, 59818, 97188, 27542, 168412, 169214, 176527, 178134]","[2, 6, 3, 4, 6, 3, 2, 4, 5, 6, 5, 4, 4, 5, 11, 4, 5, 7, 1, 7, 0, 8, 9, 4, 4]",25
the result,evidence,indicate,"[115950, 130268]","[2, 9]",2
the result,relationships,reveal,"[181636, 198762]","[7, 0]",2
the result,relationships,show,"[182502, 198820, 204589, 212709, 215884, 221697, 221819, 112383, 116459, 126809, 145922, 151883, 47950, 54956, 58713, 59184, 59456, 92001, 97987, 8314, 38405, 169855, 169874, 178777]","[2, 2, 8, 6, 1, 5, 7, 6, 3, 3, 1, 4, 1, 5, 2, 6, 3, 0, 0, 3, 3, 3, 3, 5]",24
the result,relationships,indicate,"[186059, 186276, 225979, 134617, 78464, 10084, 35337]","[5, 5, 0, 5, 5, 5, 4]",7
the result,relationships,document,"[10498, 171169]","[5, 5]",2
the result,content,show,"[181781, 203181, 82436]","[1, 0, 0]",3
the result,benefits,suggest,"[181806, 220165, 60889, 165353]","[6, 3, 10, 3]",4
the result,benefits,show,"[217749, 223803, 9733, 40128]","[6, 3, 3, 0]",4
the result,responsibility,suggest,"[182065, 17229]","[7, 3]",2
the result,responsibility,indicate,"[214346, 126304]","[3, 6]",2
the result,responsibility,show,"[104769, 156449, 30681, 168259]","[12, 2, 6, 2]",4
the result,positive effect,show,"[182240, 135451, 8968, 164632, 170523]","[1, 4, 7, 6, 3]",5
the result,positive effect,indicate,"[7599, 9979, 168621, 171306]","[6, 6, 6, 2]",4
the result,present,suggest,"[182241, 177815]","[1, 5]",2
the result,present,highlight,"[187481, 61727]","[3, 1]",2
the result,present,show,"[187687, 194357, 102669, 107630, 113974, 115624, 140253, 142330, 146585, 53759, 83802, 85249, 95120, 612, 8388, 38860, 39246, 163236, 165507, 166383, 169596, 172616, 173472]","[1, 1, 3, 2, 0, 2, 3, 3, 9, 1, 6, 0, 0, 3, 3, 0, 2, 1, 1, 1, 3, 3, 2]",23
the result,present,indicate,"[202677, 212604, 214717, 113754, 117152, 58905, 73215, 76459, 1148, 164168, 167503, 173817]","[5, 9, 3, 0, 2, 7, 6, 8, 3, 3, 4, 1]",12
the result,present,reveal,"[209245, 153829, 49746, 35790, 37840, 174686]","[3, 11, 1, 3, 4, 3]",6
the result,present,demonstrate,"[91888, 9724]","[3, 5]",2
the result,total precipitation in southern china,indicate,"[182364, 165254]","[2, 2]",2
the result,decline,show,"[182423, 185564, 204645, 124179, 156225, 46210, 79751, 11817]","[0, 0, 0, 5, 2, 7, 5, 3]",8
the result,decline,indicate,"[135627, 30603, 161442, 164684]","[5, 5, 1, 3]",4
the result,trend,show,"[198806, 204847, 218342, 228116, 120387, 145385, 145702, 146255, 158228, 42211, 43287, 51560, 53618, 53754, 56761, 60835, 89829, 94238, 94366, 96079, 637, 806, 3009, 12685, 164682, 164891, 166300, 168299, 171510, 173314, 179224]","[1, 0, 9, 3, 0, 2, 1, 1, 2, 25, 0, 3, 0, 4, 5, 7, 0, 2, 2, 9, 5, 2, 7, 5, 2, 2, 2, 8, 1, 2, 10]",31
the result,trend,suggest,"[208945, 76583]","[0, 4]",2
the result,trend,reveal,"[103407, 84777, 98958, 36256]","[4, 4, 3, 8]",4
the result,characteristics,show,"[187345, 202728, 150087, 46996, 84147, 176545]","[1, 9, 3, 2, 10, 4]",6
the result,characteristics,indicate,"[218916, 39396]","[3, 0]",2
the result,patterns,indicate,"[182965, 30418]","[5, 9]",2
the result,patterns,show,"[202903, 214416, 158583, 158898, 92210, 95487]","[2, 2, 12, 1, 1, 3]",6
the result,requirements,show,"[185860, 222387, 10341, 23596, 38327, 169694]","[2, 5, 3, 7, 2, 5]",6
the result,requirements,suggest,"[115440, 23761]","[6, 9]",2
the result,pollution,indicate,"[183553, 226541, 114464, 48818, 166253]","[0, 0, 1, 8, 2]",5
the result,pollution,show,"[215167, 220568, 224593, 227973, 103691, 107660, 113681, 115131, 121427, 134474, 135506, 137779, 138248, 142954, 144568, 153358, 60262, 374, 9624, 11141, 11273, 12683, 13186, 170217, 171483, 171827, 172228, 173419, 179690]","[0, 0, 6, 0, 2, 2, 0, 4, 4, 2, 1, 7, 0, 1, 2, 2, 0, 2, 2, 3, 6, 2, 3, 1, 2, 2, 3, 2, 5]",29
the result,pollution,reveal,"[13330, 22797, 171338]","[6, 1, 2]",3
the result,control,show,"[183554, 204881, 84177, 7602, 174858]","[4, 4, 0, 7, 4]",5
the result,control,indicate,"[136688, 172236]","[4, 4]",2
the result,limits,show,"[183658, 61883, 8291, 169719]","[9, 3, 1, 1]",4
the result,limits,indicate,"[218810, 106523]","[9, 8]",2
the result,reduction,indicate,"[183762, 193010, 105196, 107008, 136272, 141940, 153811, 155741, 14766, 39718, 163469, 168874, 169356]","[4, 2, 1, 8, 4, 6, 3, 2, 5, 5, 6, 1, 1]",13
the result,reduction,show,"[186342, 187903, 209496, 217841, 220304, 150131, 151077, 158511, 47747, 47812, 79408, 81099, 85003, 93189, 4810, 5035, 8637, 16576, 164301, 164613, 165367, 166414, 167103, 170148, 173512]","[4, 2, 5, 4, 6, 3, 3, 5, 8, 5, 5, 5, 0, 1, 2, 5, 17, 2, 5, 3, 3, 4, 2, 4, 4]",25
the result,reduction,suggest,"[207766, 140773, 144204, 171276]","[8, 3, 2, 1]",4
the result,exceeds,show,"[183899, 191736, 212927, 218305, 225625, 107731, 113548, 123156, 146164, 96239, 98413, 3456, 8318, 31019, 32258, 168863, 169590, 172060]","[4, 3, 3, 0, 2, 0, 4, 2, 3, 0, 1, 2, 1, 3, 5, 1, 1, 1]",18
the result,exceeds,indicate,"[134808, 138871, 157081, 50911, 81143]","[0, 1, 4, 0, 0]",5
the result,positive relations,show,"[183933, 210490, 140711]","[9, 3, 5]",3
the result,positive relations,indicate,"[109746, 139960]","[2, 10]",2
the result,source,indicate,"[211307, 108203, 117407, 136152, 145743, 156862, 14489]","[6, 8, 1, 4, 1, 2, 3]",7
the result,source,show,"[42100, 81208]","[5, 0]",2
the result,heavy pollution,show,"[141203, 146055, 58504, 88729, 7826, 170716, 173095]","[3, 2, 5, 2, 9, 2, 5]",7
the result,accountability,show,"[185277, 205142, 123848, 132831, 134350, 145873, 44694, 15801, 30107, 36867, 163355, 171397]","[3, 5, 4, 3, 0, 1, 5, 5, 5, 5, 2, 1]",12
the result,accountability,indicate,"[965, 163840, 171787, 173238]","[4, 3, 2, 2]",4
the result,threat,show,"[144623, 176289]","[2, 5]",2
the result,contamination,show,"[186011, 211421, 214670, 142954, 76283, 91537, 967, 34019, 174265]","[0, 1, 3, 1, 9, 1, 3, 4, 2]",9
the result,contamination,indicate,"[190310, 190373, 169837, 172300]","[2, 10, 2, 2]",4
the result,value,show,"[186106, 218636, 122231, 138772, 146249, 95, 164434, 171890]","[1, 4, 2, 1, 5, 2, 7, 2]",8
the result,value,indicate,"[145415, 164903]","[4, 7]",2
the result,value,demonstrate,"[157848, 166075]","[0, 9]",2
the result,conducive,show,"[186114, 139979]","[1, 2]",2
the result,indicates,show,"[137718, 95477]","[3, 1]",2
the result,match,show,"[186290, 103927]","[1, 5]",2
the result,no effect,show,"[186866, 123669, 137741, 141524, 142575, 98298, 314, 409, 956, 164363, 170618, 171698, 172783]","[2, 6, 6, 6, 0, 8, 2, 2, 3, 3, 5, 1, 2]",13
the result,no effect,indicate,"[11671, 177842]","[4, 4]",2
the result,impact,show,"[187362, 192926, 206152, 218642, 120356, 138855, 153436, 42568, 43135, 61595, 72951, 96564, 98012, 6798, 7699, 30408, 163145, 178465]","[11, 4, 4, 1, 5, 0, 5, 1, 1, 6, 6, 5, 0, 2, 3, 2, 1, 4]",18
the result,impact,suggest,"[202888, 125159, 140772, 72552]","[2, 4, 10, 6]",4
the result,impact,indicate,"[107736, 142062, 40307, 43617, 287, 1218, 11007, 169036]","[1, 3, 6, 3, 6, 1, 4, 6]",8
the result,impact,confirm,"[46210, 10627]","[7, 2]",2
the result,impact,reveal,"[59039, 159821]","[15, 1]",2
the result,impact,demonstrate,"[62232, 82856, 175512]","[12, 7, 6]",3
the result,impact,highlight,"[5613, 175096]","[5, 11]",2
the result,demonstrations,show,"[208258, 220583]","[0, 5]",2
the result,adverse impact,show,"[189011, 165085]","[2, 2]",2
the result,depends,show,"[189110, 193287, 133530, 144025, 156927, 84786, 89995, 94902, 96473, 98927, 109, 8348, 8696, 32646, 39270, 163577, 169709, 175907]","[1, 3, 2, 5, 4, 12, 4, 4, 7, 2, 5, 3, 2, 2, 11, 2, 3, 11]",18
the result,depends,demonstrate,"[205448, 7890]","[4, 6]",2
the result,depends,indicate,"[226371, 135088, 54659, 14898, 164228, 169902, 172679]","[5, 3, 3, 9, 3, 4, 3]",7
the result,depends,suggest,"[57617, 1031]","[7, 9]",2
the result,improvements,show,"[189121, 200624, 207092, 211342, 213080, 220880, 106781, 120463, 132960, 134994, 143375, 147767, 153881, 45649, 87013, 8711, 9951, 11669, 13216, 35204, 38425, 162976, 164652, 171267, 171314]","[7, 5, 1, 5, 7, 0, 6, 1, 5, 3, 5, 5, 6, 10, 14, 3, 6, 1, 8, 4, 5, 5, 4, 4, 2]",25
the result,improvements,indicate,"[224158, 132415, 157386]","[12, 8, 8]",3
the result,contribution,indicate,"[189204, 191918, 204732, 132943, 139499, 142062, 13084, 37276, 170118]","[2, 3, 5, 1, 7, 3, 4, 5, 4]",9
the result,contribution,suggest,"[192168, 119141, 136440, 141569, 85408, 39794, 162763]","[4, 12, 5, 2, 2, 3, 3]",7
the result,contribution,show,"[195404, 219219, 228045, 145587, 146724, 157960, 78540, 82569, 84655, 96304, 2231, 5530, 8717, 30996, 31374, 171838, 176065]","[8, 2, 5, 3, 3, 2, 15, 1, 3, 2, 8, 5, 3, 1, 6, 3, 6]",17
the result,overall trend,show,"[189715, 171317]","[3, 1]",2
the result,reproduction,show,"[189899, 227505, 113398, 121106, 136507, 81749]","[2, 1, 2, 2, 3, 0]",6
the result,reproduction,indicate,"[192761, 51199]","[2, 1]",2
the result,suit,show,"[190620, 227647, 59216]","[2, 6, 3]",3
the result,suit,indicate,"[123441, 1926]","[6, 5]",2
the result,contain,show,"[190674, 195864, 198648, 226758, 118126, 137353, 51427, 92868, 93154, 709, 160977]","[5, 3, 2, 5, 1, 2, 6, 8, 2, 2, 6]",11
the result,contain,indicate,"[195540, 199162, 51862]","[0, 7, 2]",3
the result,contain,demonstrate,"[156876, 165144]","[0, 5]",2
the result,no change,show,"[190747, 219373]","[13, 6]",2
the result,exhibit,show,"[190785, 192356, 213067, 219919, 227098, 119158, 120912, 147311, 42632, 49833, 55523, 58375, 84060, 1098, 6253, 10498, 12464, 13556, 27334, 159956, 163240, 164564, 170526, 170633, 171144, 171169, 172033]","[1, 1, 4, 2, 3, 2, 11, 6, 0, 1, 2, 2, 3, 3, 2, 4, 8, 4, 7, 2, 4, 2, 3, 2, 4, 4, 3]",27
the result,exhibit,suggest,"[195919, 105391, 30269]","[4, 1, 0]",3
the result,exhibit,indicate,"[130272, 157856, 17800, 32883]","[3, 5, 1, 6]",4
the result,exhibit,demonstrate,"[239, 5657]","[3, 2]",2
the result,degree,show,"[191081, 206504, 117291, 354]","[0, 2, 1, 4]",4
the result,support,indicate,"[191305, 147098, 96838]","[1, 2, 4]",3
the result,support,show,"[200781, 96503]","[1, 7]",2
the result,support,provide,"[106466, 16924]","[4, 4]",2
the result,support,offer,"[122683, 135684, 161516]","[3, 9, 2]",3
the result,show,indicate,"[191419, 193387, 193700, 209049, 209869, 147027, 51773, 52179, 78206, 18716, 35792, 163146, 164680, 165731, 165932, 168639, 172058]","[2, 2, 6, 0, 6, 3, 5, 0, 0, 2, 2, 2, 3, 2, 4, 3, 2]",17
the result,show,show,"[201072, 223189, 227846, 146807, 156947, 48938, 77591, 974, 11122, 12095, 13556, 164750, 165898, 171144, 174382]","[0, 3, 1, 4, 2, 0, 16, 3, 2, 3, 4, 1, 2, 4, 4]",15
the result,caracteristics,show,"[191544, 104976, 115858, 117418, 57528, 94019, 96446, 63, 32260, 164513, 174259]","[1, 1, 1, 0, 4, 3, 1, 1, 5, 3, 1]",11
the result,effecient,show,"[191733, 108565, 120646, 46663, 55182, 1037, 9038, 171665, 172045]","[1, 4, 6, 5, 2, 1, 3, 3, 4]",9
the result,effecient,indicate,"[210666, 45900, 169319, 173063, 173413]","[3, 5, 3, 3, 2]",5
the result,assoc,show,"[208890, 221877, 222885, 112921, 44827, 28950, 165146, 179280, 179280, 179280]","[1, 4, 5, 1, 2, 6, 2, 7, 9, 10]",10
the result,assoc,indicate,"[105583, 128184, 45914, 75600, 88725, 32150]","[1, 10, 5, 4, 2, 4]",6
the result,assoc,suggest,"[129330, 157768, 51368, 15657, 29039, 40170, 178819]","[4, 2, 3, 5, 6, 7, 3]",7
the result,restraints,show,"[193184, 120588, 85988]","[1, 0, 2]",3
the result,rise,show,"[193309, 202234, 149088, 164613, 164788]","[5, 0, 0, 3, 1]",5
the result,consistent,show,"[194454, 118515, 139107, 140942, 145728, 156719, 55225, 60723, 77411, 94958, 31461, 32949, 166967, 168314, 169037, 171013, 171531]","[7, 4, 5, 18, 0, 0, 0, 1, 4, 8, 1, 3, 2, 7, 4, 5, 2]",17
the result,occupation,show,"[195112, 95, 161558]","[1, 2, 2]",3
the result,models,support,"[195352, 178531]","[5, 5]",2
the result,consists,indicate,"[195528, 116593]","[1, 5]",2
the result,consists,show,"[47851, 163422, 168009]","[0, 2, 3]",3
the result,representation,show,"[195562, 201929, 165202]","[6, 3, 7]",3
the result,display,show,"[195587, 50386, 39758, 40079]","[0, 1, 1, 5]",4
the result,main source,indicate,"[196074, 83913, 7221, 168039]","[2, 0, 1, 1]",4
the result,main source,show,"[216994, 116154, 150956]","[6, 1, 4]",3
the result,meeting,indicate,"[196566, 93006, 28779]","[2, 4, 4]",3
the result,meeting,show,"[139957, 56031, 88693, 1089]","[4, 3, 0, 4]",4
the result,exposure,show,"[196892, 13373]","[5, 3]",2
the result,exposure,suggest,"[201405, 113347, 151147, 42048]","[7, 5, 12, 6]",4
the result,exposure,indicate,"[204599, 41676]","[1, 3]",2
the result,large variation,indicate,"[197277, 62238]","[1, 7]",2
the result,large variation,show,"[47877, 3195, 170911]","[2, 5, 2]",3
the result,reflect,show,"[198112, 42817, 20528, 38393, 39829]","[0, 3, 2, 10, 2]",5
the result,pose,show,"[198495, 166282]","[5, 3]",2
the result,view,support,"[216278, 53753]","[11, 7]",2
the result,enhance,indicate,"[199111, 96467, 1929, 13240]","[4, 5, 5, 2]",4
the result,enhance,show,"[213177, 221385, 106924, 125468, 131866, 53901, 12448, 171047]","[7, 5, 7, 3, 1, 7, 9, 2]",8
the result,belongs,show,"[199565, 209681, 164138, 171663]","[2, 3, 6, 1]",4
the result,belongs,indicate,"[114862, 157506, 47072, 39119]","[0, 4, 2, 1]",4
the result,no difference,show,"[200125, 205941, 105371, 109317, 131441, 147686, 159374, 40354, 60827, 78664, 503, 28139, 165835]","[1, 0, 1, 2, 3, 4, 1, 3, 14, 1, 2, 3, 5]",13
the result,no difference,reveal,"[220233, 130159]","[2, 3]",2
the result,no difference,indicate,"[224973, 149919, 44924, 55640, 83654, 165029]","[15, 9, 1, 1, 4, 1]",6
the result,work,show,"[200396, 95447]","[7, 9]",2
the result,underwent surgery,show,"[200544, 223628, 133103, 150902, 3547]","[1, 5, 2, 1, 1]",5
the result,underwent surgery,indicate,"[98880, 159769]","[4, 6]",2
the result,help,show,"[201785, 3046, 171672]","[8, 5, 3]",3
the result,help,indicate,"[10806, 168802]","[7, 1]",2
the result,underst,increase,"[31365, 162972]","[6, 2]",2
the result,attribution,show,"[203057, 39155]","[3, 0]",2
the result,attribution,suggest,"[56536, 78409]","[13, 10]",2
the result,positive correlation,show,"[204047, 210579, 103407, 105852, 121536, 61231, 164502, 171935, 173710]","[4, 3, 6, 5, 0, 7, 11, 3, 3]",9
the result,suggestions,support,"[204444, 46778]","[4, 3]",2
the result,suggestions,show,"[158716, 95042]","[4, 6]",2
the result,increases,show,"[133567, 47313, 48675, 85988, 460, 11347, 165754]","[2, 0, 3, 2, 1, 5, 6]",7
the result,exertion,suggest,"[205142, 143599]","[6, 6]",2
the result,exertion,indicate,"[119850, 81054]","[5, 5]",2
the result,exertion,show,"[140226, 168652, 168711, 170436, 177690]","[3, 3, 3, 4, 4]",5
the result,behaving,show,"[205323, 172089]","[4, 2]",2
the result,rep,show,"[206229, 212171, 88561, 91890]","[7, 2, 0, 3]",4
the result,question,raise,"[109039, 114635, 87766, 31106]","[3, 4, 4, 7]",4
the result,existence,show,"[207345, 118039, 83752]","[3, 0, 1]",3
the result,enhancement,show,"[208548, 125468, 171015]","[0, 1, 1]",3
the result,accord,show,"[208566, 216540, 155791, 11521, 166830]","[0, 2, 0, 1, 2]",5
the result,accord,indicate,"[143296, 150204]","[4, 2]",2
the result,accord,demonstrate,"[1156, 169682]","[2, 4]",2
the result,becomes,show,"[209030, 222809, 102129, 86440, 97788, 168875]","[6, 5, 2, 1, 2, 1]",6
the result,becomes,indicate,"[128165, 156715, 167202, 173581]","[4, 2, 7, 4]",4
the result,inducement,show,"[210685, 227468, 116311, 120912, 139901, 173643]","[2, 0, 3, 1, 2, 4]",6
the result,inducement,indicate,"[58882, 9286]","[1, 4]",2
the result,consitution,indicate,"[211535, 178567]","[2, 7]",2
the result,consitution,show,"[24117, 166317]","[7, 5]",2
the result,reach,show,"[49921, 284, 336, 11189]","[3, 4, 4, 8]",4
the result,yield,show,"[211904, 49921]","[1, 3]",2
the result,costs,show,"[121341, 56510, 165409]","[4, 6, 2]",3
the result,correspondence,suggest,"[212000, 6682]","[7, 7]",2
the result,correspondence,show,"[150459, 80748, 25708, 25723, 171346, 171499]","[2, 3, 2, 4, 3, 3]",6
the result,removal,demonstrate,"[212676, 95785]","[3, 5]",2
the result,removal,show,"[218754, 177997]","[0, 5]",2
the result,experience,indicate,"[212931, 79042]","[4, 0]",2
the result,experience,show,"[223894, 135675, 137434, 140236, 81210, 86547, 160218, 165082, 171390]","[2, 4, 1, 1, 2, 0, 2, 2, 1]",9
the result,experience,reveal,"[47131, 26925, 173819]","[4, 8, 2]",3
the result,experience,suggest,"[48523, 97192]","[6, 4]",2
the result,supremacy,show,"[220340, 106986, 159375, 228809, 168803, 172830]","[4, 2, 1, 6, 2, 5]",6
the result,positive impact,show,"[214056, 12448]","[1, 7]",2
the result,main distribution,show,"[214106, 57259]","[5, 3]",2
the result,severe pollution,show,"[214690, 137313, 178204]","[2, 2, 5]",3
the result,effects,show,"[215446, 107464, 163256, 171868]","[1, 0, 4, 3]",4
the result,estimates,show,"[133294, 166210]","[6, 4]",2
the result,possession,show,"[216430, 221258, 119085, 138053, 157426, 3049, 168858]","[3, 7, 9, 1, 3, 4, 2]",7
the result,trends,show,"[106465, 152634, 154597]","[1, 0, 1]",3
the result,capabilities,show,"[218754, 93184, 284, 11189]","[0, 0, 4, 8]",4
the result,researcher,show,"[219335, 128831]","[7, 2]",2
the result,emissions,show,"[119, 6457]","[3, 2]",2
the result,loser,indicate,"[141105, 172977]","[1, 3]",2
the result,containment,show,"[220099, 37289]","[6, 6]",2
the result,weight,show,"[31920, 167847]","[4, 1]",2
the result,improvement,show,"[220568, 125468]","[0, 1]",2
the result,generates,show,"[221183, 61458]","[5, 6]",2
the result,large effect,show,"[222505, 52419, 88709]","[4, 1, 3]",3
the result,fits,indicate,"[223813, 88017, 13182]","[4, 5, 3]",3
the result,fits,show,"[226394, 122340, 331, 7519, 7807, 11363, 165746, 168461, 169747, 171950, 173933]","[0, 4, 7, 7, 6, 11, 3, 7, 6, 1, 4]",11
the result,reductions,indicate,"[224158, 159661]","[12, 3]",2
the result,reductions,show,"[153881, 8711]","[6, 3]",2
the result,distribution,show,"[225894, 77318, 89864, 198, 13067, 35271, 168697, 172086]","[4, 0, 3, 1, 4, 5, 1, 4]",8
the result,growth,show,"[226135, 13132, 14296, 171868, 172391]","[3, 1, 1, 3, 1]",5
the result,simulation,show,"[227103, 116853, 138106, 138585, 176871]","[3, 5, 2, 8, 5]",5
the result,simulation,indicate,"[112385, 52788]","[1, 4]",2
the result,tp,show,"[227451, 173445]","[4, 5]",2
the result,interaction,demonstrate,"[1536, 18613]","[2, 2]",2
the result,basic reach,show,"[100469, 1062]","[0, 2]",2
the result,record,show,"[102833, 46705]","[8, 2]",2
the result,summer,show,"[103672, 156829]","[7, 0]",2
the result,observations,agree,"[105031, 105031]","[8, 28]",2
the result,outperform,show,"[106600, 2720, 10901, 12192]","[7, 9, 7, 6]",4
